Array Size,Average Time
1,0.000043833255768
2,0.000004072189331
3,0.000004172325134
4,0.000004022121429
5,0.000004153251648
6,0.000004029273987
7,0.000004122257233
8,0.000004036426544
9,0.000004036426544
10,0.000004105567932
11,0.000004010200500
12,0.000004146099091
13,0.000004026889801
14,0.000004096031189
15,0.000004217624664
16,0.000004031658173
17,0.000006487369537
18,0.000004303455353
19,0.000004265308380
20,0.000004086494446
21,0.000004205703735
22,0.000004088878632
23,0.000184307098389
24,0.000004081726074
25,0.000004138946533
26,0.000004196166992
27,0.000004084110260
28,0.000004217624664
29,0.000004141330719
30,0.000004460811615
31,0.000004105567932
32,0.000004181861877
33,0.000004246234894
34,0.000004143714905
35,0.000175437927246
36,0.000004267692566
37,0.000004332065582
38,0.000004172325134
39,0.000004534721375
40,0.000004186630249
41,0.000184473991394
42,0.000004193782806
43,0.000004203319550
44,0.000004312992096
45,0.000004179477692
46,0.000194420814514
47,0.000004210472107
48,0.000404288768768
49,0.000004203319550
50,0.000004315376282
51,0.000004234313965
52,0.000004293918610
53,0.000004341602325
54,0.000004217624664
55,0.000004351139069
56,0.000004222393036
57,0.000004308223724
58,0.000004227161407
59,0.000004200935364
60,0.000004310607910
61,0.000004286766052
62,0.000004389286041
63,0.000004222393036
64,0.000004339218140
65,0.000004239082336
66,0.000004324913025
67,0.000004241466522
68,0.000004286766052
69,0.000004589557648
70,0.000004229545593
71,0.000004339218140
72,0.000004272460938
73,0.000184659957886
74,0.000004267692566
75,0.000004353523254
76,0.000004253387451
77,0.000004384517670
78,0.000004291534424
79,0.000004317760468
80,0.000004415512085
81,0.000004477500916
82,0.000164425373077
83,0.000004243850708
84,0.000004403591156
85,0.000004279613495
86,0.000004415512085
87,0.000004339218140
88,0.000004415512085
89,0.000005047321320
90,0.000004460811615
91,0.000004572868347
92,0.000004296302795
93,0.000004417896271
94,0.000004305839539
95,0.000144503116608
96,0.000004262924194
97,0.000004415512085
98,0.000004301071167
99,0.000004422664642
100,0.000004355907440
101,0.000004479885101
102,0.000004358291626
103,0.000004372596741
104,0.000004456043243
105,0.000004346370697
106,0.000004470348358
107,0.000004427433014
108,0.000004518032074
109,0.000004425048828
110,0.000004546642303
111,0.000004363059998
112,0.000124602317810
113,0.000004322528839
114,0.000004434585571
115,0.000004291534424
116,0.000004529953003
117,0.000004532337189
118,0.000004272460938
119,0.000004470348358
120,0.000004513263702
121,0.000004456043243
122,0.000004360675812
123,0.000004484653473
124,0.000004355907440
125,0.000004498958588
126,0.000004348754883
127,0.000004487037659
128,0.000004358291626
129,0.000004429817200
130,0.000004649162292
131,0.000004284381866
132,0.000004458427429
133,0.000004374980927
134,0.000115449428558
135,0.000004353523254
136,0.000004484653473
137,0.000004360675812
138,0.000004513263702
139,0.000004374980927
140,0.000004539489746
141,0.000004360675812
142,0.000004489421844
143,0.000004396438599
144,0.000004458427429
145,0.000004401206970
146,0.000004432201385
147,0.000004494190216
148,0.000004401206970
149,0.000004568099976
150,0.000004346370697
151,0.000004539489746
152,0.000004398822784
153,0.000004479885101
154,0.000004394054413
155,0.000125191211700
156,0.000004656314850
157,0.000004677772522
158,0.000004434585571
159,0.000004563331604
160,0.000004436969757
161,0.000004520416260
162,0.000004410743713
163,0.000004558563232
164,0.000004439353943
165,0.000004398822784
166,0.000004541873932
167,0.000004434585571
168,0.000004918575287
169,0.000004491806030
170,0.000004560947418
171,0.000004472732544
172,0.000145545005798
173,0.000004661083221
174,0.000004625320435
175,0.000004441738129
176,0.000004563331604
177,0.000004420280457
178,0.000004510879517
179,0.000004410743713
180,0.000004532337189
181,0.000004386901855
182,0.000004472732544
183,0.000004396438599
184,0.000154578685760
185,0.000004422664642
186,0.000004553794861
187,0.000004720687866
188,0.000004494190216
189,0.000004436969757
190,0.000004620552063
191,0.000004575252533
192,0.000004496574402
193,0.000004596710205
194,0.000004463195801
195,0.000164580345154
196,0.000004386901855
197,0.000004503726959
198,0.000004379749298
199,0.000004496574402
200,0.000004403591156
201,0.000004556179047
202,0.000004353523254
203,0.000004508495331
204,0.000004513263702
205,0.000174801349640
206,0.000004451274872
207,0.000004549026489
208,0.000004410743713
209,0.000004427433014
210,0.000004558563232
211,0.000004420280457
212,0.000174617767334
213,0.000004508495331
214,0.000004847049713
215,0.000004487037659
216,0.000004587173462
217,0.000004491806030
218,0.000174665451050
219,0.000005469322205
220,0.000004854202271
221,0.000004515647888
222,0.000004675388336
223,0.000004563331604
224,0.000174641609192
225,0.000004541873932
226,0.000004806518555
227,0.000004441738129
228,0.000004541873932
229,0.000004420280457
230,0.000174643993378
231,0.000004472732544
232,0.000004637241364
233,0.000004720687866
234,0.000004589557648
235,0.000004491806030
236,0.000174696445465
237,0.000004510879517
238,0.000004758834839
239,0.000004827976227
240,0.000004658699036
241,0.000004529953003
242,0.000174744129181
243,0.000004425048828
244,0.000004539489746
245,0.000004720687866
246,0.000004537105560
247,0.000004463195801
248,0.000174648761749
249,0.000004773139954
250,0.000004618167877
251,0.000004701614380
252,0.000004527568817
253,0.000004487037659
254,0.000194694995880
255,0.000004544258118
256,0.000004615783691
257,0.000304553508759
258,0.000004711151123
259,0.000004971027374
260,0.000004689693451
261,0.000004453659058
262,0.000004584789276
263,0.000004463195801
264,0.000004570484161
265,0.000004475116730
266,0.000004620552063
267,0.000004494190216
268,0.000004606246948
269,0.000004572868347
270,0.000004639625549
271,0.000034558773041
272,0.000004701614380
273,0.000004956722260
274,0.000004718303680
275,0.000004630088806
276,0.000004701614380
277,0.000004608631134
278,0.000004718303680
279,0.000004594326019
280,0.000004751682281
281,0.000004599094391
282,0.000004713535309
283,0.000004577636719
284,0.000004708766937
285,0.000034492015839
286,0.000004887580872
287,0.000004582405090
288,0.000004663467407
289,0.000004568099976
290,0.000004651546478
291,0.000004539489746
292,0.000004673004150
293,0.000004608631134
294,0.000004677772522
295,0.000004568099976
296,0.000004692077637
297,0.000004589557648
298,0.000004715919495
299,0.000004627704620
300,0.000044610500336
301,0.000004730224609
302,0.000005037784576
303,0.000004801750183
304,0.000004646778107
305,0.000004980564117
306,0.000004670619965
307,0.000004737377167
308,0.000004599094391
309,0.000004780292511
310,0.000054631233215
311,0.000004689693451
312,0.000005033016205
313,0.000004804134369
314,0.000004608631134
315,0.000005056858063
316,0.000004572868347
317,0.000004773139954
318,0.000004661083221
319,0.000064668655396
320,0.000004782676697
321,0.000005156993866
322,0.000004813671112
323,0.000004553794861
324,0.000004746913910
325,0.000004572868347
326,0.000074598789215
327,0.000004703998566
328,0.000005035400391
329,0.000004730224609
330,0.000084605216980
331,0.000004770755768
332,0.000004665851593
333,0.000004987716675
334,0.000084650516510
335,0.000004749298096
336,0.000005056858063
337,0.000094652175903
338,0.000104639530182
339,0.000005638599396
340,0.000004665851593
341,0.000004818439484
342,0.000004708766937
343,0.000004885196686
344,0.000004656314850
345,0.000004720687866
346,0.000004751682281
347,0.000004837512970
348,0.000004713535309
349,0.000004909038544
350,0.000004739761353
351,0.000004785060883
352,0.000004596710205
353,0.000004770755768
354,0.000004684925079
355,0.000005185604095
356,0.000004680156708
357,0.000105226039886
358,0.000004682540894
359,0.000005393028259
360,0.000004684925079
361,0.000004801750183
362,0.000004751682281
363,0.000004842281342
364,0.000004665851593
365,0.000004770755768
366,0.000004839897156
367,0.000004785060883
368,0.000004837512970
369,0.000004730224609
370,0.000004818439484
371,0.000004732608795
